Neighbourhood Cleansed;Neighbourhood Group Cleansed;Property Type;Room Type;Accommodates;Bathrooms;Bedrooms;Beds;Price;Security Deposit;Cleaning Fee;Guests Included;Extra People;Minimum Nights;Maximum Nights;Availability 30;Availability 60;Availability 90;Availability 365;Number of Reviews;Review Scores Rating;Review Scores Accuracy;Review Scores Cleanliness;Review Scores Checkin;Review Scores Communication;Review Scores Location;Review Scores Value;Cancellation Policy;Reviews per Month;image_path
Almagro;Chamberí;House;Entire home/apt;4;2.0;2.0;3.0;80.0;;20.0;1;0;2;1125;3;14;26;159;45;98.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;3.44;model/images\image-11667175.jpg
Almenara;Tetuán;Apartment;Private room;2;1.0;1.0;1.0;22.0;;;1;0;1;1125;0;0;6;96;0;;;;;;;;flexible;;model/images\image-16969647.jpg
Chopera;Arganzuela;Apartment;Private room;1;1.0;1.0;1.0;25.0;;;1;0;1;1125;26;56;86;361;23;96.0;10.0;10.0;10.0;10.0;9.0;9.0;moderate;2.02;model/images\image-4723101.jpg
Salvador;San Blas - Canillejas;House;Private room;2;1.0;1.0;2.0;18.0;100.0;8.0;1;13;1;1125;21;51;81;356;12;93.0;9.0;10.0;10.0;10.0;10.0;10.0;moderate;2.57;model/images\image-15995740.jpg
Acacias;Arganzuela;Apartment;Private room;1;1.0;1.0;1.0;24.0;;;1;0;1;30;11;41;71;96;5;100.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;1.53;model/images\image-16551075.jpg
Universidad;Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;47.0;150.0;30.0;1;6;2;1125;3;8;32;307;38;89.0;10.0;9.0;10.0;10.0;10.0;9.0;strict;2.55;model/images\image-10327338.jpg
Casco Histórico de Barajas;Barajas;Condominium;Private room;2;1.0;1.0;1.0;50.0;;;1;15;1;1125;0;0;0;157;3;100.0;8.0;10.0;10.0;10.0;10.0;10.0;flexible;0.36;model/images\image-9667415.jpg
Sol;Centro;House;Private room;2;1.0;1.0;1.0;65.0;;;1;0;1;1125;0;30;60;335;4;100.0;9.0;10.0;10.0;10.0;10.0;9.0;flexible;0.13;model/images\image-1685502.jpg
Acacias;Arganzuela;Apartment;Private room;2;1.0;1.0;1.0;45.0;400.0;;1;0;1;10;30;60;90;365;14;83.0;9.0;7.0;10.0;9.0;9.0;8.0;moderate;0.53;model/images\image-4082994.jpg
San Isidro;Carabanchel;Apartment;Entire home/apt;2;1.0;1.0;1.0;59.0;;20.0;1;0;14;1125;3;21;51;51;3;93.0;9.0;9.0;10.0;10.0;9.0;10.0;strict;0.76;model/images\image-16146747.jpg
Sol;Centro;Apartment;Entire home/apt;6;2.0;2.0;3.0;140.0;300.0;40.0;4;20;3;1125;8;15;20;176;4;100.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;1.94;model/images\image-16248184.jpg
Quintana;Ciudad Lineal;Apartment;Private room;1;1.0;1.0;1.0;23.0;;8.0;1;0;2;1125;9;39;69;344;53;94.0;10.0;10.0;10.0;10.0;9.0;9.0;strict;2.22;model/images\image-4928635.jpg
Pacífico;Retiro;Apartment;Entire home/apt;5;1.0;1.0;3.0;85.0;150.0;;2;8;2;365;12;38;55;321;3;100.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;0.24;model/images\image-82681.jpg
Almagro;Chamberí;Apartment;Entire home/apt;5;2.0;2.0;3.0;121.0;200.0;50.0;3;35;2;1125;7;21;41;308;53;99.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;3.29;model/images\image-9871694.jpg
Justicia;Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;95.0;;35.0;2;10;2;10000;11;36;60;335;30;98.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;2.95;model/images\image-8399457.jpg
Universidad;Centro;Apartment;Entire home/apt;2;1.0;0.0;1.0;45.0;;15.0;1;0;7;14;9;9;9;9;0;;;;;;;;moderate;;model/images\image-18065409.jpg
Marroquina;Moratalaz;Apartment;Private room;1;1.0;1.0;1.0;13.0;85.0;8.0;1;0;5;1125;0;0;2;2;10;92.0;10.0;10.0;9.0;10.0;8.0;9.0;moderate;0.98;model/images\image-12757067.jpg
Concepción;Ciudad Lineal;Apartment;Private room;2;1.0;1.0;1.0;15.0;;;1;10;1;1000;1;8;38;313;62;92.0;10.0;10.0;9.0;9.0;9.0;10.0;moderate;2.45;model/images\image-5529325.jpg
Valverde;Fuencarral - El Pardo;Apartment;Entire home/apt;4;2.0;2.0;4.0;99.0;;;2;20;3;1125;30;60;90;365;1;100.0;10.0;10.0;10.0;10.0;10.0;8.0;strict;0.73;model/images\image-16184158.jpg
Acacias;Arganzuela;Apartment;Entire home/apt;3;1.0;1.0;2.0;45.0;100.0;15.0;1;0;1;1125;0;0;0;43;0;;;;;;;;strict;;model/images\image-16631116.jpg
Prosperidad;Chamartín;Apartment;Entire home/apt;3;1.0;1.0;2.0;50.0;100.0;10.0;2;10;2;1125;9;31;61;336;40;95.0;10.0;10.0;10.0;10.0;10.0;9.0;moderate;2.61;model/images\image-7387015.jpg
Gaztambide;Chamberí;Apartment;Entire home/apt;3;1.0;0.0;2.0;95.0;;20.0;2;20;5;1125;29;59;89;89;0;;;;;;;;strict;;model/images\image-15233288.jpg
Cármenes;Latina;Other;Private room;2;1.0;1.0;1.0;26.0;;;1;0;1;1125;0;0;0;0;1;100.0;10.0;10.0;10.0;10.0;8.0;10.0;flexible;0.15;model/images\image-14987359.jpg
Justicia;Centro;Apartment;Private room;1;2.0;1.0;1.0;14.0;;;1;0;1;8;10;10;10;10;0;;;;;;;;flexible;;model/images\image-18107706.jpg
Puerta del Angel;Latina;Apartment;Entire home/apt;7;1.0;2.0;2.0;35.0;;15.0;2;8;1;1125;6;12;29;183;42;84.0;9.0;8.0;9.0;10.0;9.0;8.0;strict;3.8;model/images\image-11585178.jpg
Embajadores;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;49.0;100.0;15.0;1;0;1;1125;3;27;57;332;26;92.0;9.0;10.0;10.0;10.0;10.0;9.0;strict;4.84;model/images\image-15716931.jpg
Embajadores;Centro;Apartment;Private room;2;1.0;1.0;1.0;32.0;;15.0;1;12;3;1125;6;6;21;111;47;91.0;9.0;10.0;10.0;10.0;10.0;10.0;flexible;3.15;model/images\image-10481818.jpg
Sol;Centro;Apartment;Entire home/apt;2;1.5;1.0;1.0;74.0;300.0;35.0;2;20;2;1125;0;0;4;267;75;94.0;10.0;9.0;9.0;10.0;10.0;9.0;strict;1.59;model/images\image-1092508.jpg
Embajadores;Centro;Loft;Entire home/apt;4;1.0;1.0;1.0;63.0;100.0;20.0;2;10;3;25;8;21;28;274;115;93.0;9.0;9.0;9.0;9.0;10.0;9.0;moderate;2.32;model/images\image-772646.jpg
Valdezarza;Moncloa - Aravaca;Townhouse;Private room;2;1.0;1.0;1.0;20.0;100.0;10.0;1;0;1;1125;19;31;61;152;0;;;;;;;;moderate;;model/images\image-18090848.jpg
Sol;Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;59.0;;;1;0;2;365;5;14;29;109;10;88.0;10.0;9.0;9.0;9.0;10.0;9.0;moderate;2.97;model/images\image-16144353.jpg
Pacífico;Retiro;Apartment;Private room;2;1.0;1.0;1.0;30.0;;;1;0;2;1125;0;0;0;0;7;93.0;10.0;9.0;10.0;10.0;10.0;9.0;moderate;0.39;model/images\image-8903383.jpg
Argüelles;Moncloa - Aravaca;Apartment;Entire home/apt;5;1.0;2.0;2.0;70.0;;27.0;3;10;1;1125;0;0;24;24;0;;;;;;;;flexible;;model/images\image-17709018.jpg
Embajadores;Centro;House;Private room;1;1.0;1.0;1.0;30.0;;;1;15;2;1125;15;37;67;155;5;92.0;10.0;9.0;10.0;10.0;9.0;9.0;moderate;0.41;model/images\image-11943083.jpg
Pacífico;Retiro;Apartment;Private room;1;1.0;1.0;1.0;18.0;;5.0;1;5;1;1125;0;0;11;101;6;97.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;1.29;model/images\image-15923933.jpg
Palos de Moguer;Arganzuela;Apartment;Private room;2;1.0;1.0;2.0;30.0;;;1;0;3;5;0;0;0;0;43;93.0;10.0;9.0;10.0;10.0;9.0;9.0;moderate;1.4;model/images\image-3077316.jpg
Lucero;Latina;Apartment;Private room;2;1.0;1.0;1.0;20.0;;10.0;1;7;1;1125;12;35;47;316;16;81.0;8.0;8.0;8.0;9.0;8.0;8.0;strict;0.93;model/images\image-9247023.jpg
Sol;Centro;Apartment;Entire home/apt;4;2.0;2.0;2.0;99.0;200.0;25.0;1;0;2;1125;12;31;58;333;0;;;;;;;;moderate;;model/images\image-18046720.jpg
Valverde;Fuencarral - El Pardo;Apartment;Entire home/apt;2;1.0;1.0;1.0;150.0;;;1;0;1;1125;28;58;88;363;5;100.0;10.0;10.0;10.0;10.0;10.0;9.0;moderate;0.21;model/images\image-5725982.jpg
Universidad;Centro;Apartment;Entire home/apt;2;1.5;1.0;1.0;68.0;300.0;45.0;1;0;2;1125;8;24;45;135;71;95.0;10.0;10.0;9.0;9.0;10.0;10.0;moderate;2.24;model/images\image-3894357.jpg
Embajadores;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;52.0;200.0;;1;0;2;30;9;26;53;322;73;95.0;10.0;10.0;10.0;10.0;9.0;10.0;strict;2.02;model/images\image-779960.jpg
Valdefuentes;Hortaleza;Condominium;Private room;1;2.0;1.0;1.0;24.0;;;1;0;1;1125;0;0;0;0;2;100.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;0.1;model/images\image-7333071.jpg
Lucero;Latina;Apartment;Private room;3;2.0;1.0;2.0;20.0;;10.0;1;10;1;1125;24;54;80;353;0;;;;;;;;strict;;model/images\image-17742606.jpg
Universidad;Centro;Apartment;Entire home/apt;4;1.0;1.0;1.0;60.0;;;1;0;2;1000;3;17;26;301;319;95.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;5.3;model/images\image-439699.jpg
Justicia;Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;62.0;150.0;45.0;3;20;3;1125;9;20;40;315;105;92.0;10.0;9.0;10.0;10.0;10.0;9.0;moderate;2.59;model/images\image-2000989.jpg
Justicia;Centro;Apartment;Private room;4;2.0;1.0;2.0;35.0;;;2;10;1;1125;9;9;9;47;37;93.0;9.0;9.0;10.0;10.0;10.0;9.0;strict;2.7;model/images\image-11248646.jpg
Alameda de Osuna;Barajas;Apartment;Private room;1;1.0;1.0;2.0;25.0;;;1;20;4;1125;0;0;4;279;9;98.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;0.29;model/images\image-902046.jpg
Universidad;Centro;Apartment;Entire home/apt;4;1.0;1.0;1.0;100.0;100.0;25.0;2;20;2;1125;15;40;64;154;0;;;;;;;;moderate;;model/images\image-17747935.jpg
Rios Rosas;Chamberí;Apartment;Entire home/apt;2;1.0;1.0;1.0;112.0;;;1;0;5;16;29;59;89;179;0;;;;;;;;flexible;;model/images\image-18083289.jpg
Valverde;Fuencarral - El Pardo;Apartment;Private room;2;1.0;1.0;1.0;30.0;;;1;0;1;1125;0;0;0;0;0;;;;;;;;flexible;;model/images\image-5966006.jpg
Universidad;Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;45.0;;25.0;1;0;1;1125;5;21;35;310;63;79.0;8.0;8.0;9.0;9.0;10.0;8.0;strict;2.44;model/images\image-5266480.jpg
Cortes;Centro;Apartment;Entire home/apt;5;2.0;2.0;4.0;89.0;;;1;0;1;1125;4;11;25;282;1;;;;;;;;flexible;0.18;model/images\image-14569835.jpg
Universidad;Centro;Apartment;Entire home/apt;3;1.0;1.0;1.0;103.0;;77.0;2;17;3;1125;0;12;26;210;4;85.0;9.0;10.0;10.0;9.0;10.0;9.0;strict;0.43;model/images\image-13196299.jpg
Sol;Centro;Condominium;Entire home/apt;2;1.0;1.0;1.0;50.0;99.0;25.0;1;0;1;99;1;5;10;246;20;96.0;10.0;9.0;10.0;10.0;10.0;9.0;strict;7.06;model/images\image-16606749.jpg
Estrella;Retiro;Apartment;Entire home/apt;2;1.0;1.0;2.0;50.0;;;1;0;2;1125;13;43;73;348;10;88.0;9.0;9.0;10.0;10.0;9.0;9.0;flexible;0.43;model/images\image-499173.jpg
Cortes;Centro;Apartment;Entire home/apt;4;1.0;2.0;2.0;50.0;100.0;40.0;1;10;2;360;15;37;67;342;137;90.0;9.0;10.0;9.0;10.0;10.0;9.0;strict;2.71;model/images\image-817184.jpg
Valverde;Fuencarral - El Pardo;Apartment;Entire home/apt;3;1.0;2.0;2.0;42.0;;25.0;2;20;1;1125;0;0;0;97;0;;;;;;;;flexible;;model/images\image-17990165.jpg
Justicia;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;120.0;150.0;20.0;1;0;2;1125;10;40;70;345;19;99.0;10.0;9.0;10.0;10.0;10.0;10.0;strict;1.17;model/images\image-7579450.jpg
Gaztambide;Chamberí;Apartment;Entire home/apt;4;1.0;1.0;2.0;58.0;;18.0;2;15;3;1125;2;13;29;281;43;93.0;10.0;10.0;10.0;10.0;10.0;9.0;moderate;2.65;model/images\image-9378843.jpg
Valverde;Fuencarral - El Pardo;Apartment;Private room;1;1.0;1.0;1.0;27.0;;;1;0;1;1125;0;0;3;248;12;98.0;10.0;9.0;10.0;10.0;9.0;10.0;flexible;0.61;model/images\image-6588037.jpg
Pinar del Rey;Hortaleza;Condominium;Private room;2;2.0;2.0;2.0;27.0;;;1;27;2;1125;29;59;89;364;1;100.0;10.0;10.0;6.0;6.0;8.0;;flexible;0.63;model/images\image-15156803.jpg
Pacífico;Retiro;House;Entire home/apt;4;2.0;2.0;4.0;100.0;100.0;;4;25;2;1125;14;44;58;320;0;;;;;;;;moderate;;model/images\image-17930771.jpg
Palacio;Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;68.0;170.0;24.0;2;8;2;1125;6;14;35;298;40;90.0;9.0;9.0;10.0;10.0;10.0;9.0;flexible;2.9;model/images\image-11057201.jpg
Pueblo Nuevo;Ciudad Lineal;Apartment;Entire home/apt;6;2.0;3.0;5.0;72.0;;20.0;3;10;2;1125;11;34;64;323;18;93.0;10.0;10.0;10.0;10.0;9.0;9.0;moderate;1.33;model/images\image-7441347.jpg
Embajadores;Centro;Apartment;Private room;2;1.0;1.0;1.0;32.0;;;1;0;2;1125;0;0;12;287;100;86.0;9.0;9.0;9.0;9.0;10.0;9.0;moderate;3.52;model/images\image-4729298.jpg
Canillas;Hortaleza;House;Private room;2;1.0;1.0;2.0;30.0;;;1;10;2;1125;21;51;81;356;0;;;;;;;;flexible;;model/images\image-18029942.jpg
Sol;Centro;Apartment;Private room;2;5.0;1.0;1.0;34.0;200.0;;1;0;2;1125;0;0;3;3;0;;;;;;;;strict;;model/images\image-5922640.jpg
Palacio;Centro;Apartment;Entire home/apt;2;1.0;1.0;2.0;49.0;90.0;15.0;1;0;2;1000;0;0;6;281;17;85.0;9.0;9.0;10.0;10.0;10.0;8.0;strict;1.21;model/images\image-10900611.jpg
Gaztambide;Chamberí;House;Private room;1;1.0;1.0;2.0;30.0;;10.0;1;30;7;30;0;6;36;311;0;;;;;;;;moderate;;model/images\image-1026242.jpg
Arapiles;Chamberí;Apartment;Private room;4;1.0;1.0;4.0;70.0;;;1;0;2;30;14;29;53;324;2;90.0;10.0;10.0;9.0;9.0;9.0;10.0;flexible;0.11;model/images\image-1359703.jpg
Acacias;Arganzuela;Apartment;Entire home/apt;6;1.0;2.0;2.0;110.0;150.0;25.0;1;25;2;1125;9;20;38;105;3;100.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;0.42;model/images\image-14855313.jpg
Fuente del Berro;Salamanca;House;Private room;2;2.0;1.0;1.0;62.0;;;1;0;1;1125;29;59;89;179;0;;;;;;;;flexible;;model/images\image-15193714.jpg
Vallehermoso;Chamberí;Apartment;Entire home/apt;2;1.0;0.0;1.0;50.0;;22.0;1;0;2;1125;6;28;58;315;25;98.0;10.0;10.0;10.0;10.0;9.0;10.0;flexible;3.69;model/images\image-14640364.jpg
Acacias;Arganzuela;Apartment;Entire home/apt;2;1.0;1.0;1.0;35.0;100.0;15.0;1;0;2;1125;0;5;20;102;0;;;;;;;;flexible;;model/images\image-17956081.jpg
Argüelles;Moncloa - Aravaca;House;Private room;6;2.0;1.0;3.0;60.0;;;2;25;1;1125;0;0;0;0;0;;;;;;;;moderate;;model/images\image-11714298.jpg
Universidad;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;35.0;;30.0;1;0;1;1125;8;33;60;335;6;77.0;8.0;8.0;10.0;8.0;10.0;7.0;strict;3.67;model/images\image-17279929.jpg
San Pascual;Ciudad Lineal;Apartment;Private room;3;1.0;1.0;1.0;15.0;;;1;0;1;90;0;0;0;0;1;;;;;;;;flexible;0.08;model/images\image-6423447.jpg
Atocha;Arganzuela;Apartment;Entire home/apt;3;1.0;1.0;3.0;49.0;150.0;18.0;2;12;1;1125;0;1;16;271;123;91.0;9.0;10.0;10.0;10.0;10.0;9.0;strict;7.29;model/images\image-9471912.jpg
Cortes;Centro;Apartment;Private room;2;1.0;1.0;1.0;36.0;;20.0;1;5;3;20;6;30;60;335;45;92.0;9.0;9.0;9.0;9.0;10.0;9.0;strict;2.42;model/images\image-8097994.jpg
Sol;Centro;Apartment;Entire home/apt;2;1.0;0.0;1.0;39.0;;;1;0;2;365;1;9;21;99;8;90.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;2.02;model/images\image-16144315.jpg
Embajadores;Centro;House;Entire home/apt;6;1.0;2.0;3.0;50.0;100.0;25.0;2;20;2;1125;8;21;32;305;42;86.0;9.0;9.0;9.0;9.0;10.0;9.0;moderate;2.08;model/images\image-7607193.jpg
Justicia;Centro;Loft;Private room;2;1.0;1.0;1.0;25.0;150.0;;1;30;2;1125;0;0;0;250;6;97.0;10.0;9.0;10.0;10.0;10.0;10.0;flexible;0.29;model/images\image-3515468.jpg
Delicias;Arganzuela;Apartment;Entire home/apt;3;1.0;1.0;2.0;34.0;95.0;20.0;2;10;2;1125;0;0;16;112;5;88.0;9.0;10.0;10.0;10.0;10.0;10.0;moderate;1.81;model/images\image-16650196.jpg
Universidad;Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;76.0;;25.0;2;20;3;1125;6;18;38;298;81;99.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;3.66;model/images\image-6340181.jpg
Embajadores;Centro;Guesthouse;Private room;1;1.0;1.0;1.0;32.0;;;1;5;1;1125;24;54;81;356;4;85.0;10.0;9.0;10.0;9.0;10.0;9.0;flexible;0.59;model/images\image-14769182.jpg
Arapiles;Chamberí;Apartment;Entire home/apt;1;1.0;1.0;1.0;50.0;;;1;0;7;1125;8;38;68;68;0;;;;;;;;flexible;;model/images\image-16990792.jpg
San Isidro;Carabanchel;Apartment;Entire home/apt;5;1.0;2.0;4.0;80.0;100.0;;2;0;5;60;1;11;41;42;21;93.0;10.0;10.0;10.0;10.0;8.0;10.0;moderate;0.5;model/images\image-1781640.jpg
Pacífico;Retiro;Bed & Breakfast;Private room;2;1.0;1.0;1.0;49.0;;;1;0;2;15;23;53;83;83;2;100.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;0.33;model/images\image-13427874.jpg
Embajadores;Centro;Apartment;Entire home/apt;6;1.0;2.0;3.0;100.0;;;4;20;1;1125;8;17;30;297;122;96.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;4.59;model/images\image-4973451.jpg
Marroquina;Moratalaz;Apartment;Private room;1;1.0;1.0;1.0;16.0;;;1;0;1;30;4;30;60;335;10;98.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;0.73;model/images\image-11224116.jpg
Imperial;Arganzuela;Apartment;Entire home/apt;3;1.0;2.0;2.0;49.0;90.0;20.0;3;8;2;1125;11;15;15;77;17;88.0;8.0;9.0;9.0;9.0;9.0;9.0;strict;2.02;model/images\image-14073453.jpg
Imperial;Arganzuela;Apartment;Private room;1;1.0;1.0;1.0;38.0;;;1;0;1;1125;7;37;67;157;0;;;;;;;;flexible;;model/images\image-17632509.jpg
Universidad;Centro;Apartment;Entire home/apt;4;1.0;1.0;1.0;80.0;150.0;30.0;2;10;2;1125;4;18;48;138;12;92.0;10.0;10.0;10.0;10.0;10.0;9.0;flexible;2.71;model/images\image-16023495.jpg
Embajadores;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;40.0;;10.0;2;0;2;1125;7;26;48;323;16;81.0;9.0;9.0;10.0;9.0;9.0;8.0;strict;2.74;model/images\image-15439435.jpg
Palacio;Centro;Apartment;Private room;2;1.0;1.0;1.0;69.0;99.0;39.0;1;19;3;1125;30;60;90;90;0;;;;;;;;moderate;;model/images\image-17093985.jpg
Palos de Moguer;Arganzuela;Apartment;Private room;2;1.0;1.0;1.0;45.0;;20.0;1;0;3;30;4;4;10;285;3;93.0;10.0;8.0;10.0;10.0;9.0;9.0;flexible;0.36;model/images\image-1209383.jpg
Palos de Moguer;Arganzuela;Bed & Breakfast;Private room;1;1.0;1.0;1.0;19.0;;;1;0;1;1125;0;0;0;113;138;88.0;9.0;9.0;9.0;9.0;10.0;9.0;flexible;8.96;model/images\image-9126582.jpg
Embajadores;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;59.0;;;1;0;15;30;0;0;0;0;0;;;;;;;;flexible;;model/images\image-7108452.jpg
Chopera;Arganzuela;Apartment;Private room;1;1.0;1.0;1.0;15.0;;;1;12;5;120;0;7;37;37;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;0.75;model/images\image-17356815.jpg
Numancia;Puente de Vallecas;Apartment;Private room;2;1.0;1.0;1.0;16.0;;;1;8;1;1125;10;40;62;334;28;91.0;10.0;9.0;10.0;10.0;9.0;9.0;moderate;5.42;model/images\image-15796518.jpg
La Paz;Fuencarral - El Pardo;Apartment;Entire home/apt;5;2.0;3.0;3.0;90.0;;;1;0;2;5;0;2;4;8;3;100.0;10.0;10.0;10.0;10.0;9.0;10.0;flexible;3.0;model/images\image-17740658.jpg
Cortes;Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;60.0;;30.0;2;15;1;30;7;12;32;32;18;93.0;10.0;9.0;10.0;10.0;10.0;10.0;moderate;2.21;model/images\image-14026644.jpg
Recoletos;Salamanca;Apartment;Entire home/apt;2;1.0;1.0;1.0;71.0;250.0;;1;0;2;30;0;21;51;51;31;90.0;9.0;8.0;10.0;10.0;10.0;9.0;moderate;1.71;model/images\image-7269124.jpg
Embajadores;Centro;Apartment;Entire home/apt;4;1.0;2.0;2.0;60.0;;25.0;2;15;3;90;11;41;71;346;8;93.0;10.0;10.0;10.0;10.0;10.0;9.0;moderate;1.14;model/images\image-14392390.jpg
Embajadores;Centro;Apartment;Private room;1;1.0;1.0;1.0;18.0;;10.0;1;0;3;31;8;15;45;320;16;98.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;2.38;model/images\image-15080341.jpg
El Plantío;Moncloa - Aravaca;House;Private room;2;1.0;1.0;1.0;40.0;;;1;0;1;1125;30;60;90;365;0;;;;;;;;flexible;;model/images\image-1755383.jpg
Palos de Moguer;Arganzuela;Apartment;Entire home/apt;3;1.0;1.0;2.0;85.0;250.0;60.0;1;0;3;90;1;10;40;315;48;97.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;1.05;model/images\image-598771.jpg
Piovera;Hortaleza;House;Private room;2;1.0;1.0;2.0;30.0;300.0;40.0;1;15;2;30;10;22;47;47;27;97.0;10.0;10.0;10.0;10.0;9.0;10.0;moderate;1.33;model/images\image-7187970.jpg
Justicia;Centro;Apartment;Entire home/apt;3;1.0;0.0;1.0;53.0;95.0;10.0;1;10;2;1125;1;9;16;265;269;90.0;9.0;9.0;10.0;10.0;10.0;9.0;moderate;4.79;model/images\image-597043.jpg
Universidad;Centro;Apartment;Entire home/apt;9;1.0;1.0;4.0;90.0;;20.0;8;20;2;23;5;23;37;306;2;90.0;9.0;9.0;10.0;10.0;10.0;8.0;strict;1.09;model/images\image-17123459.jpg
Argüelles;Moncloa - Aravaca;Apartment;Entire home/apt;2;1.0;1.0;1.0;75.0;200.0;32.0;2;11;4;365;7;20;29;304;16;76.0;8.0;9.0;10.0;9.0;10.0;8.0;moderate;0.44;model/images\image-291266.jpg
Casco Histórico de Vallecas;Villa de Vallecas;Apartment;Entire home/apt;5;1.0;1.0;3.0;48.0;200.0;;4;10;2;30;12;40;62;325;10;98.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;2.14;model/images\image-15911020.jpg
Palacio;Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;80.0;200.0;;2;20;2;1125;5;11;27;169;7;100.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;0.6;model/images\image-12436556.jpg
Sol;Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;50.0;;15.0;1;0;1;1125;15;39;64;208;20;91.0;9.0;9.0;10.0;10.0;10.0;10.0;flexible;2.43;model/images\image-14136180.jpg
Universidad;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;41.0;;20.0;1;0;3;1125;6;21;37;296;12;80.0;9.0;8.0;9.0;9.0;10.0;8.0;flexible;0.96;model/images\image-11468567.jpg
Trafalgar;Chamberí;Apartment;Entire home/apt;2;1.0;0.0;1.0;35.0;;15.0;1;0;2;1125;0;0;0;0;41;91.0;9.0;10.0;9.0;10.0;10.0;9.0;moderate;3.28;model/images\image-10789641.jpg
Palacio;Centro;Bed & Breakfast;Private room;2;2.0;1.0;1.0;33.0;180.0;17.0;1;0;1;1125;4;10;26;98;18;87.0;9.0;8.0;9.0;9.0;9.0;9.0;strict;3.53;model/images\image-15345037.jpg
Cortes;Centro;Apartment;Private room;1;1.0;1.0;1.0;20.0;;10.0;1;0;2;1125;5;21;26;285;201;94.0;9.0;9.0;10.0;10.0;10.0;10.0;strict;5.91;model/images\image-3358639.jpg
Simancas;San Blas - Canillejas;House;Entire home/apt;5;1.5;3.0;4.0;50.0;150.0;;1;0;5;90;8;20;20;239;4;85.0;10.0;10.0;10.0;10.0;7.0;10.0;strict;0.53;model/images\image-10465938.jpg
Opañel;Carabanchel;House;Entire home/apt;4;1.0;2.0;2.0;49.0;;15.0;2;10;3;30;4;10;28;99;4;95.0;10.0;10.0;10.0;10.0;9.0;10.0;moderate;3.53;model/images\image-17469259.jpg
Universidad;Centro;Apartment;Entire home/apt;3;1.0;1.0;1.0;60.0;;;2;10;2;1125;3;8;14;217;12;92.0;9.0;10.0;10.0;10.0;10.0;9.0;flexible;5.14;model/images\image-16806504.jpg
Gaztambide;Chamberí;Apartment;Private room;2;1.0;1.0;1.0;25.0;;;1;10;1;190;0;6;31;306;27;76.0;7.0;7.0;9.0;9.0;8.0;7.0;moderate;1.14;model/images\image-6047887.jpg
Embajadores;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;58.0;100.0;;2;0;2;1125;2;11;17;254;168;97.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;5.38;model/images\image-3300064.jpg
Universidad;Centro;Apartment;Private room;1;0.0;1.0;1.0;25.0;150.0;;1;0;10;180;0;0;1;170;14;100.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;0.24;model/images\image-431243.jpg
Lista;Salamanca;Apartment;Entire home/apt;2;1.0;1.0;2.0;70.0;150.0;45.0;1;0;3;365;23;41;71;332;9;90.0;9.0;10.0;9.0;9.0;10.0;9.0;strict;0.48;model/images\image-980631.jpg
Justicia;Centro;Apartment;Shared room;2;1.0;1.0;1.0;70.0;;35.0;1;0;2;1125;10;28;50;325;1;60.0;6.0;2.0;10.0;10.0;10.0;6.0;strict;0.71;model/images\image-15897965.jpg
